"prey","n.samples.x","fo.number.x","fo.number.LCL.x","fo.number.UCL.x","fo.percent.x","fo.percent.LCL.x","fo.percent.UCL.x","n.preyitems.x","na.number.x","na.number.LCL.x","na.number.UCL.x","na.percent.x","na.percent.LCL.x","na.percent.UCL.x","na.weighted.x","na.weighted.LCL.x","na.weighted.UCL.x","rank.fo.x","rank.na.x","rank.fo.inv.x","rank.na.inv.x","cum.fo.x","cum.na.x","fo.prim.x","na.prim.x","n.samples.y","fo.number.y","fo.number.LCL.y","fo.number.UCL.y","fo.percent.y","fo.percent.LCL.y","fo.percent.UCL.y","n.preyitems.y","na.number.y","na.number.LCL.y","na.number.UCL.y","na.percent.y","na.percent.LCL.y","na.percent.UCL.y","na.weighted.y","na.weighted.LCL.y","na.weighted.UCL.y","rank.fo.y","rank.na.y","rank.fo.inv.y","rank.na.inv.y","cum.fo.y","cum.na.y","fo.prim.y","na.prim.y"
"Gymnoscopelus piabilis",246,194,181,206.525,78.8617886178862,73.5772357723577,83.9532520325203,4381,1419,1214,1668.575,32.3898653275508,28.7451179636357,36.1762776135539,33.0495741840638,29.5856290198292,36.2509374071441,27,27,1,1,78.8617886178862,32.3898653275508,"primary","primary",275,105,90,120,38.1818181818182,32.7272727272727,43.6363636363636,3069,669,472.75,920.525,21.7986314760508,16.6351438089048,28.1636323593153,15.1592395110508,12.1860536380708,18.3500355896851,25,27,3,1,127.272727272727,21.7986314760508,"primary","primary"
"Gymnoscopelus sp.",246,5,1,10,2.03252032520325,0.40650406504065,4.0650406504065,4381,10,2,20,0.228258388495777,0.0446793677734443,0.458923840363346,1.20414019266243,0.143472022955524,2.69712153153944,11,14,16,15,341.869918699187,99.0184889294682,"non-primary","non-primary",275,3,0,7,1.09090909090909,0,2.54545454545455,3069,4,0,9,0.130335614206582,0,0.309143637962007,0.426279602750191,0,1.19045072574484,8,7,21,21,253.818181818182,99.7067448680352,"non-primary","non-primary"
"Krefftichthys anderssoni",246,8,3,13,3.2520325203252,1.21951219512195,5.28455284552846,4381,11,3,21,0.251084227345355,0.0742168929107704,0.477086533538146,0.223390727596541,0.0744299102470066,0.422322405356694,15,15,13,13,334.959349593496,98.5619721524766,"non-primary","non-primary",275,6,2,11,2.18181818181818,0.727272727272727,4,3069,12,3,23,0.391006842619746,0.0923836606936817,0.756187828203048,0.18998487375636,0.0277000777000777,0.41056071755642,11,14,17,13,248,97.6539589442815,"non-primary","non-primary"
"Lampichthys procerus",246,3,0,7,1.21951219512195,0,2.84552845528455,4381,4,0,10,0.0913033553983109,0,0.214005781522863,0.0530391018195896,0,0.128919860627178,10,7,19,19,346.341463414634,99.6119607395572,"non-primary","non-primary",275,2,0,5,0.727272727272727,0,1.81818181818182,3069,3,0,8,0.0977517106549365,0,0.261211892164273,0.0579322638146167,0,0.165196078431372,6,6,22,22,254.545454545455,99.8044965786901,"non-primary","non-primary"
"Lampichthys procerus ",246,1,0,4,0.40650406504065,0,1.6260162601626,4381,2,0,8,0.0456516776991554,0,0.167382060544177,0.0140173815531259,0,0.0560695262125035,3,6,27,24,351.219512195122,99.9315224834513,"non-primary","non-primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maurolicus muelleri",246,7,2,12,2.84552845528455,0.813008130081301,4.8780487804878,4381,7,2,12,0.159780871947044,0.0478305874974823,0.274093268982164,0.373922079953319,0.0809203264063717,0.764705506378038,14,10,14,17,337.80487804878,99.3608765122118,"non-primary","non-primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metelectrona ventralis",246,103,89.475,117,41.869918699187,36.4494773519164,47.5609756097561,4381,732,494.375,1105.05,16.7085140378909,12.0456176336959,23.1055179297626,12.2058165005905,9.87860410649369,14.678146205678,25,25,3,3,189.837398373984,72.4720383474093,"primary","primary",275,43,32,56,15.6363636363636,11.6363636363636,20.3636363636364,3069,153,92,236.05,4.98533724340176,2.94961854297571,7.79537086353426,4.26789791879861,2.69827925187572,6.09427981200866,22,21,7,7,197.090909090909,89.3124796350603,"primary","non-primary"
"Notothenia squamifrons",246,3,0,6,1.21951219512195,0,2.4390243902439,4381,4,0,9,0.0913033553983109,0,0.20856242813107,0.377710027100271,0,0.975609756097561,9,9,18,20,345.121951219512,99.7032640949555,"non-primary","non-primary",275,8,3,14,2.90909090909091,1.09090909090909,5.09090909090909,3069,28,5,62,0.912349299446074,0.163111307842139,2.05784865540963,2.13911845730028,0.660709366391185,4.18842975206611,15,16,13,12,238.181818181818,97.2629521016618,"non-primary","non-primary"
"Paralepis atlantica",246,11,5,17,4.47154471544715,2.03252032520325,6.91056910569106,4381,14,7,23,0.319561743894088,0.149698204227969,0.525195427447163,0.933719791267968,0.173177903378187,2.13821114353741,16,16,12,12,331.707317073171,98.3108879251313,"non-primary","non-primary",275,6,2,11,2.18181818181818,0.727272727272727,4,3069,9,2,17,0.293255131964809,0.0644305733357006,0.558581339085318,0.210558377310295,0.0280486019616454,0.426481911955058,12,11,16,17,245.818181818182,98.989898989899,"non-primary","non-primary"
"Paralepis sp.",246,1,0,3,0.40650406504065,0,1.21951219512195,4381,1,0,3,0.0228258388495777,0,0.0680978936829024,0.0193573364305072,0,0.0580720092915215,5,2,23,26,349.593495934959,99.9771741611504,"non-primary","non-primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protomyctophum bolini",246,5,1,10,2.03252032520325,0.40650406504065,4.0650406504065,4381,10,1,26.525,0.228258388495777,0.0234079979918424,0.563888888888889,0.135309786848727,0.0119560019129603,0.326310274327044,13,13,15,14,339.837398373984,98.7902305409724,"non-primary","non-primary",275,6,2,11,2.18181818181818,0.727272727272727,4,3069,10,2.475,19,0.325839035516455,0.0828944509809224,0.636610657681143,0.562924109413673,0.0526766718417572,1.45569135165909,10,13,18,16,250.181818181818,98.6966438579342,"non-primary","non-primary"
"Protomyctophum choriodon",246,17,9.475,24,6.91056910569106,3.86736971877916,9.75609756097561,4381,34,15.475,58.525,0.776078520885643,0.355948390004489,1.28569181266351,1.0733781591986,0.408063792742103,1.93526454738579,18,19,10,9,320.731707317073,96.7130792056608,"non-primary","non-primary",275,13,7,21,4.72727272727273,2.54545454545455,7.63636363636364,3069,35,11,66.525,1.14043662430759,0.37457993284492,2.22157348880612,0.673274770868354,0.262101204828478,1.21616457740121,17,17,11,11,230.909090909091,96.3506028022157,"non-primary","non-primary"
"Protomyctophum tenisoni",246,30,20,42,12.1951219512195,8.13008130081301,17.0731707317073,4381,80,43.475,125.525,1.82606710796622,0.99473626343421,3.02535923822352,2.3458776446152,1.3022705690553,3.71286802506516,20,21,8,7,304.878048780488,94.3391919653047,"non-primary","non-primary",275,38,27,50,13.8181818181818,9.81818181818182,18.1818181818182,3069,167,90.475,259.05,5.4415118931248,2.91091776885769,8.48287204714393,3.88737653230497,2.4651876474337,5.44373096902949,20,22,8,6,210.909090909091,84.3271423916585,"non-primary","non-primary"
"Protomytophum bolini",246,1,0,3,0.40650406504065,0,1.21951219512195,4381,8,0,24,0.182606710796622,0,0.59150824160205,0.141392718275009,0,0.424178154825026,4,12,24,16,350,99.2010956402648,"non-primary","non-primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scopelosaurus ahlstromi",246,22,13,30,8.94308943089431,5.28455284552846,12.2212543554007,4381,29,15.475,44,0.661949326637754,0.364015651789494,1.03166212759096,0.72160663583356,0.404730576550569,1.10563588877918,19,18,9,10,313.821138211382,97.3750285322986,"non-primary","non-primary",275,4,1,8,1.45454545454545,0.363636363636364,2.90909090909091,3069,5,1,11,0.162919517758227,0.0325226307220508,0.352302011673033,0.0820145946010039,0.00982800982800983,0.172983452166966,9,9,19,20,251.636363636364,99.5764092538286,"non-primary","non-primary"
"Sternoptychidae",246,3,0,7,1.21951219512195,0,2.84552845528455,4381,4,0,10,0.0913033553983109,0,0.223069932082866,0.0346190806564238,0,0.0854320887865051,8,8,20,21,347.560975609756,99.7945674503538,"non-primary","non-primary",275,3,0,7,1.09090909090909,0,2.54545454545455,3069,5,0,13.525,0.162919517758227,0,0.429153837428552,0.760330578512397,0,1.91735537190083,7,8,20,19,252.727272727273,99.4134897360704,"non-primary","non-primary"
"Symbolophorus boops",246,16,9,24,6.50406504065041,3.65853658536585,9.75609756097561,4381,27,13,41,0.616297648938599,0.293283419449161,0.953230092574536,0.591232691037043,0.219707831173228,1.04265963797922,17,17,11,11,327.235772357724,97.9913261812372,"non-primary","non-primary",275,7,3,13,2.54545454545455,1.09090909090909,4.72727272727273,3069,10,3,20,0.325839035516455,0.0975465060957636,0.65105979626687,0.203845393500566,0.0654247779247779,0.383997875377186,13,12,15,15,243.636363636364,98.3708048224177,"non-primary","non-primary"
"Cephalopod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,12,6,19,4.36363636363636,2.18978102189781,6.90909090909091,3069,12,6,19,0.391006842619746,0.202356209163988,0.672165612074397,4.36363636363636,2.18978102189781,6.90909090909091,16,15,12,14,235.272727272727,98.0449657869013,"non-primary","non-primary"
"Gymnoscopelus braueri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,1,0,3,0.363636363636364,0,1.09090909090909,3069,1,0,3,0.0325839035516455,0,0.109845670225958,0.025974025974026,0,0.0779220779220779,2,4,25,27,256,100,"non-primary","non-primary"
"Lepidonotothen larseni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,1,0,4,0.363636363636364,0,1.45454545454545,3069,1,0,4,0.0325839035516455,0,0.126556451109028,0.121212121212121,0,0.484848484848485,3,1,27,24,256.727272727273,99.9022482893451,"non-primary","non-primary"
"Penguin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,8,3,14,2.90909090909091,1.09090909090909,5.09090909090909,3069,8,3,14,0.260671228413164,0.088536679518852,0.458716689692941,2.90909090909091,1.09090909090909,5.09090909090909,14,10,14,18,241.090909090909,99.2505702183121,"non-primary","non-primary"
